stockcode,description,revenue,quantity,orders,customers,average_price,revenue_share
17181,CIRCLE OF FRIENDS CANDLE HOLDER,642.66,353,65,26,1.8205665722379603,0.003138504108805526
22134,LADLE LOVE HEART RED,642.4,1489,145,57,0.43143049026192076,0.003137234368867939
16169M,WRAP DAISY CARPET,640.95,2060,59,56,0.3111407766990292,0.0031301531269083216
17084N,FAIRY DREAMS INCENSE,640.26,2768,187,42,0.2313078034682081,0.003126783432458572
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,639.47,699,94,53,0.9148354792560801,0.0031229253764943664
84865,NEW BAROQUE BLACK PHOTO ALBUM,639.42,77,48,26,8.304155844155844,0.0031226811957371383
84986B,SET OF 36 SILVER PAPER DOILIES,639.06,432,75,58,1.4793055555555554,0.0031209230942850948
35004P,SET OF 3 PINK FLYING DUCKS,638.97,120,43,17,5.32475,0.003120483568922085
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,638.8,879,75,35,0.7267349260523321,0.0031196533543475084
84601A,NEW BAROQUE IVORY CUSHION COVER,638.34,260,15,9,2.4551538461538462,0.0031174068913810095
84766,SILVER ROCOCO CANDLE STICK,638.0,200,27,24,3.19,0.0031157464622318574
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",637.5,250,65,52,2.55,0.0031133046546595756
21816,CHRISTMAS TREE T-LIGHT HOLDER,637.3399999999999,422,50,34,1.5102843601895732,0.0031125232762364446
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,636.47,58,45,0,10.973620689655172,0.003108274531060675
85185D,FROG SOCK PUPPET,636.11,195,66,38,3.2621025641025643,0.0031065164296086314
23492,VINTAGE JINGLE BELLS WREATH,635.38,76,28,24,8.360263157894737,0.0031029513905530995
22391,PAPERWEIGHT HOME SWEET HOME,635.19,323,66,45,1.9665325077399383,0.0031020235036756326
23298,"BUNTING , SPOTTY",634.7,146,7,7,4.347260273972603,0.0030996305322547966
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,634.64,433,70,27,1.4656812933025405,0.003099337515346122
22510,GINGHAM BABUSHKA DOORSTOP,633.35,272,62,53,2.3284926470588236,0.0030930376518096348
20819,SILVER TEDDY BEAR,631.49,228,65,39,2.7696929824561405,0.003083954127640746
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,631.12,477,92,29,1.3231027253668763,0.0030821471900372567
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,44,32,1.2013904761904761,0.003080242580130877
84964A,PINK PAINTED KASHMIRI TABLE,630.0,11,2,2,57.27272727272727,0.003076677541075345
23019,SMALL APOTHECARY MEASURING JAR,629.05,81,28,26,7.766049382716049,0.0030720381066880087
85230E,STRAWBRY SCENTED VOTIVE CANDLE,628.41,2445,66,44,0.25701840490797545,0.0030689125929954882
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,295,30,26,2.1286440677966105,0.0030666661300289893
22263,FELT EGG COSY LADYBIRD,627.38,836,105,34,0.7504545454545455,0.0030638824693965875
22042,CHRISTMAS CARD SINGING ANGEL,627.19,1738,128,89,0.36086881472957427,0.0030629545825191203
72814,SET OF 3 CHRISTMAS BRIAR CANDLES,626.39,176,31,26,3.559034090909091,0.0030590476904034684
16169N,WRAP BLUE RUSSIAN FOLKART,626.25,2025,56,52,0.30925925925925923,0.0030583639842832297
71101E,STANDING FAIRY POLE SUPPORT,626.13,777,47,34,0.8058301158301159,0.003057777950465882
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,625.48,69,47,23,9.064927536231885,0.0030546036006219154
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,625.1999999999999,1992,2,2,0.31385542168674696,0.0030532361883814376
82616A,BUBBLE GUM SCARF KNITTING KIT,624.21,316,52,42,1.975348101265823,0.0030484014093883193
22289,"DECORATION , HANGING METAL CHICKEN",623.96,616,42,26,1.012922077922078,0.0030471805056021786
85092,CANDY SPOT TEA COSY,622.57,391,24,14,1.5922506393861895,0.0030403922805512344
20694,FLORAL PINK MONSTER,622.33,166,54,23,3.748975903614458,0.003039220212916539
22288,HANGING METAL RABBIT DECORATION,621.97,476,59,37,1.3066596638655463,0.003037462111464496
22129,PARTY CONES CANDY DECORATION,621.96,454,67,6,1.3699559471365639,0.0030374132753130502
84596J,MIXED NUTS LIGHT GREEN BOWL,621.74,810,138,50,0.7675802469135803,0.0030363388799812463
23425,STORAGE TIN HOME SWEET HOME,621.44,275,56,35,2.2597818181818186,0.003034873795437877
23180,MUM'S KITCHEN CLOCK,621.09,122,49,29,5.0909016393442625,0.0030331645301372796
16156N,"WRAP, FRIENDSHIP ON GREEN",619.5,1475,56,51,0.42,0.0030253995820574225
22043,CHRISTMAS CARD SCREEN PRINT,619.25,2197,125,86,0.28186162949476556,0.003024178678271282
23528,WALL ART SPACEBOY,618.59,173,37,20,3.575664739884393,0.0030209554922758695
84707B,PINK JEWELLED MIRROR TRINKET TRAY,618.52,79,51,22,7.829367088607595,0.00302061363921575
22837,HOT WATER BOTTLE BABUSHKA LARGE,618.0,136,14,14,4.544117647058823,0.0030180741593405767
20696,FLORAL SOFT CAR TOY,617.9399999999999,151,60,28,4.092317880794702,0.0030177811424319024
23471,SIX DRAWER OFFICE TIDY,616.79,65,27,26,9.489076923076922,0.0030121649850156536
23453,OVAL  MINI PORTRAIT FRAME,615.98,316,47,40,1.9493037974683545,0.0030082092567485573
72772,SET/4 SCENTED CANDLES IN RAMEKINS,615.84,457,9,8,1.3475711159737418,0.003007525550628318
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,615.49,364,44,15,1.6909065934065934,0.0030058162853277208
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,615.4,282,34,31,2.1822695035460993,0.00300537675996471
20689,RETRO SISTERS EXPRESSO CUPS,614.1,429,41,25,1.4314685314685316,0.002999028060276777
84859A,SILVER DISCO HANDBAG,613.53,293,58,40,2.0939590443686007,0.0029962443996443752
47583A,SET OF 3 WICKER BASKET ROSE,612.8199999999999,71,6,5,8.631267605633802,0.0029927770328917348
85114c,RED ENCHANTED FOREST PLACEMAT,612.64,185,42,0,3.3115675675675673,0.002991897982165713
37351,ORANGE FLOWER MUG,612.5099999999999,5404,11,7,0.11334381939304217,0.0029912631121969194
23018,LARGE APOTHECARY MEASURING JAR,612.1600000000001,51,21,19,12.003137254901963,0.002989553846896323
79315W,FLYING SAUCER TABLE LIGHT IN WHITE,611.51,199,13,6,3.0729145728643217,0.002986379497052356
35972,DAISY FOLKART HEART DECORATION,611.38,440,87,43,1.3895,0.0029857446270835624
84858C,PINK RIVIERA HANDBAG,611.0699999999999,347,30,22,1.761008645533141,0.0029842307063887475
22538,MINI JIGSAW GO TO THE FAIR,610.43,1443,86,56,0.423028413028413,0.0029811051926962265
22680,"FRENCH BLUE METAL DOOR SIGN, 5",610.11,477,65,51,1.2790566037735849,0.0029795424358499663
gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,610.09,24,24,0,25.420416666666668,0.002979444763547075
23454,THREE MINI HANGING FRAMES,610.0,142,50,39,4.295774647887324,0.0029790052381840643
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,609.4300000000001,144,84,21,4.232152777777778,0.002976221577551663
21392,RED POLKADOT PUDDING BOWL,608.9,3717,17,12,0.1638149044928706,0.0029736332615250436
20655,QUEEN OF SKIES LUGGAGE TAG,608.48,414,189,55,1.4697584541062803,0.0029715821431643267
84051,ASS COLOUR GLOWING TIARAS,607.98,746,60,50,0.8149865951742628,0.002969140335592045
21173,LOO ROLL  METAL SIGN,607.96,340,77,44,1.7881176470588236,0.0029690426632891535
20695,FLORAL BLUE MONSTER,604.58,142,61,24,4.257605633802817,0.002952536044100527
85169D,PINK LOVE BIRD CANDLE,603.98,521,88,39,1.1592706333973128,0.002949605875013789
79190B,RETRO PLASTIC POLKA TRAY,603.08,1485,136,57,0.40611447811447815,0.0029452106213836812
21416,CLAM SHELL LARGE,603.0600000000002,751,22,15,0.8030093209054596,0.0029451129490807907
84247G,"DECOUPAGE,GREETING CARD,",602.67,1414,107,54,0.4262164073550212,0.0029432083391744096
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,602.6600000000001,120,43,27,5.022166666666667,0.0029431595030229643
84932A,SMALL GREEN PEONY FOLDING STOOL,602.6,262,24,22,2.3000000000000003,0.0029428664861142905
20863,BLUE PATCH PENCIL CASE PINK HEART,601.53,293,50,35,2.053003412969283,0.0029376410179096065
82095,HEART BUTTONS JEWELLERY BOX,600.91,100,48,21,6.0091,0.002934613176519977
23520,EMBROIDERED RIBBON REEL RUBY,600.55,167,32,30,3.5961077844311373,0.002932855075067934
84876D,BLUE HEART COMPACT MIRROR,600.52,331,35,24,1.8142598187311179,0.002932708566613597
85146,JARDIN ETCHED GLASS SMALL BELL JAR,599.38,118,29,23,5.0794915254237285,0.002927141245348794
90143,SILVER BRACELET W PASTEL FLOWER,599.13,79,41,15,7.583924050632912,0.0029259203415626534
17109D,FLOWER FAIRY INCENSE BOUQUET,598.3100000000001,1257,38,33,0.4759824980111377,0.002921915777144111
21440,12 MINI TOADSTOOL PEGS,597.56,472,95,72,1.2660169491525421,0.0029182530657856872
84682,CLASSICAL ROSE DISH,596.94,295,49,31,2.0235254237288136,0.002915225224396058
22679,"FRENCH BLUE METAL DOOR SIGN, 4",596.34,468,62,48,1.2742307692307693,0.0029122950553093197
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,595.18,131,71,36,4.5433587786259535,0.002906630061741625
85117,NIGHTINGALE COATHOOK WHITE,594.3199999999999,347,61,29,1.7127377521613831,0.0029024301527173
47469,ASSORTED SHAPES PHOTO CLIP SILVER,594.28,1220,29,21,0.48711475409836064,0.0029022348081115174
72122,COFFEE SCENT PILLAR CANDLE,593.33,586,120,80,1.0125085324232082,0.002897595373724182
16236,KITTY PENCIL ERASERS,593.29,2652,260,108,0.22371417797888385,0.0028974000291183987
20849,ZINC HEART LATTICE DOUBLE PLANTER,593.03,674,24,15,0.8798664688427299,0.0028961302891808123
22092,BLUE PAISLEY TISSUE BOX,592.91,933,140,105,0.6354876741693462,0.0028955442553634646
62096A,PINK/YELLOW FLOWERS HANDBAG,592.79,383,89,47,1.5477545691906005,0.002894958221546117
23377,PACK OF 12 DOLLY GIRL TISSUES,592.4499999999999,1351,133,69,0.4385270170244263,0.002893297792396965
85113,POLKA DOT PISTACHIO PAIL,591.6600000000001,285,48,36,2.076,0.00288943973643276
21304,ARCHED GREY MIRROR,591.58,86,18,16,6.8788372093023264,0.0028890490472211947
84963B,BLUE PAINTED KASHMIRI CHAIR,591.5,18,6,5,32.861111111111114,0.0028886583580096294
20794,BLUE  TILE HOOK,591.02,212,48,27,2.787830188679245,0.0028863142227402386
21322,GLASS SPHERE CANDLE STAND LARGE,590.45,301,14,12,1.9616279069767444,0.0028835305621078377
84563B,BLUE & WHITE BREAKFAST TRAY,590.04,128,59,27,4.6096875,0.002881528279898566
20661,BLUE SPOTTY PURSE,589.9000000000001,483,70,29,1.2213250517598346,0.0028808445737783274
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",588.64,326,65,31,1.8056441717791412,0.0028746912186961766
21893,POTTING SHED SEED TIN,587.8,172,20,13,3.417441860465116,0.0028705889819747423
21167,WHITE SAGE INCENSE,587.52,2440,114,32,0.24078688524590164,0.0028692215697342645
21223,SET/4 BADGES WOODLAND ANIMAL,587.08,492,43,33,1.1932520325203253,0.002867072779070657
84934,ASSTD DESIGN POP ART SLIM PEN,586.5,687,13,12,0.8537117903930131,0.0028642402822868095
22683,"FRENCH BLUE METAL DOOR SIGN, 8",586.36,458,63,48,1.2802620087336245,0.0028635565761665704
23565,EGG CUP MILKMAID HELGA,586.31,410,63,28,1.4300243902439023,0.002863312395409342
23499,SET 12 VINTAGE DOILY CHALK,586.23,1312,110,86,0.44682164634146343,0.002862921706197777
90199C,5 STRAND GLASS NECKLACE CRYSTAL,585.29,99,31,24,5.9120202020202015,0.0028583311079618864
90195A,PURPLE GEMSTONE BRACELET,585.1999999999999,70,44,24,8.36,0.002857891582598876
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,584.93,415,89,45,1.4094698795180722,0.0028565730065098433
21016,LIGHT BIRD HOUSE TREE DECORATION,582.85,834,82,58,0.6988609112709833,0.0028464150870091505
82001s,SILVER RECORD COVER FRAME,581.88,78,15,0,7.46,0.0028416779803189236
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,581.27,90,39,24,6.458555555555555,0.0028386989750807394
22785,SQUARECUSHION COVER PINK UNION JACK,581.23,173,42,27,3.3597109826589597,0.002838503630474957
20781,GOLD EAR MUFF HEADPHONES,579.93,103,61,34,5.630388349514563,0.0028321549307870233
20804,GLASS CHICKEN BUTTER DISH,579.3100000000001,325,61,21,1.7824923076923078,0.002829127089397394
22999,TRAVEL CARD WALLET VINTAGE LEAF,578.48,1350,117,65,0.4285037037037037,0.0028250736888274057
85232A,SET/3 POLKADOT STACKING TINS,578.46,113,44,31,5.1191150442477875,0.0028249760165245147
90010B,BLACK/WHITE GLASS/SILVER BRACELET,578.02,63,34,16,9.174920634920635,0.002822827225860906
15056p,EDWARDIAN PARASOL PINK,577.84,46,38,0,12.561739130434784,0.002821948175134885
21419,CONCH SHELL,577.6899999999999,1259,19,12,0.4588482922954725,0.0028212156328632
22685,"FRENCH BLUE METAL DOOR SIGN, 0",577.51,461,54,45,1.2527331887201736,0.0028203365821371784
23324,RUSTIC STRAWBERRY JAM POT LARGE,577.48,279,38,32,2.069820788530466,0.0028201900736828417
35922,EASTER BUNNY WREATH,575.99,97,36,20,5.938041237113402,0.0028129134871174412
85144,JARDIN ETCHED GLASS CHEESE DISH,575.45,219,40,37,2.627625570776256,0.002810276334939377
23016,GLASS TWIST BON BON JAR,575.25,74,24,19,7.773648648648648,0.002809299611910464
23125,6PC WOOD PLATE SET DISPOSABLE,574.88,459,38,15,1.2524618736383442,0.0028074926743069752
84932D,SMALL ORIENTAL RED FOLDING STOOL,574.71,239,21,16,2.404644351464435,0.0028066624597323994
20935,ROUND CACTUS CANDLE,574.48,300,46,35,1.9149333333333334,0.0028055392282491497
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,572.7,1463,74,23,0.3914559125085441,0.0027968463932918257
22684,"FRENCH BLUE METAL DOOR SIGN, 9",572.58,450,54,46,1.2724000000000002,0.002796260359474478
17013D,ORIGAMI ROSE INCENSE IN TUBE,572.4,1068,31,17,0.5359550561797752,0.0027953813087484565
84675,FROG KING WATERING CAN,571.71,206,62,39,2.7752912621359225,0.0027920116142987074
84924A,WAKE UP COCKEREL CALENDAR SIGN,571.0,133,62,41,4.293233082706767,0.002788544247546067
20615,BLUE SPOTTY PASSPORT COVER,570.85,316,88,32,1.8064873417721519,0.002787811705274382
16162L,THE KING GIFT BAG,570.43,8101,30,16,0.07041476360943093,0.002785760586913665
84509C,SET OF 4 POLKADOT PLACEMATS,570.19,149,60,29,3.826778523489933,0.0027845885192789703
85202,HANGING WOOD AND FELT HEART,570.09,1208,208,79,0.4719288079470199,0.0027841001577645135
85129A,"WHITE PEARL BEADED HEART, SMALL",569.16,444,75,51,1.2818918918918918,0.0027795583956800687
85086A,CANDY SPOT HEART DECORATION,568.73,587,152,44,0.9688756388415674,0.002777458441167906
23219,LAUREL STAR ANTIQUE SILVER,568.6,430,61,41,1.322325581395349,0.002776823571199113
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,568.02,450,32,28,1.2622666666666666,0.0027739910744152656
84846A,SCENTED CANDLE IN DIGITALIS TIN,567.55,251,54,39,2.2611553784860554,0.0027716957752973205
85119,WATERING CAN SINGLE HOOK PISTACHIO,567.48,413,39,36,1.374043583535109,0.0027713539222372014
22425,ENAMEL COLLANDER CREAM,567.12,122,23,21,4.648524590163935,0.0027695958207851583
16169C,WRAP BLUE REINDEER,567.0,1350,43,42,0.42,0.0027690097869678106
85169C,EAU DE NIL LOVE BIRD CANDLE,566.82,505,71,27,1.1224158415841585,0.002768130736241789
22699,TEACUP AND SAUCER REGENCY ROSES,566.7,210,14,13,2.698571428571429,0.0027675447024244413
21285,RETRO SPOT CANDLE  MEDIUM,566.22,263,36,20,2.1529277566539924,0.002765200567155051
21899,GARAGE KEY FOB,565.81,777,147,81,0.7281981981981981,0.002763198284945779
20838,FRENCH LATTICE CUSHION COVER,565.8,446,63,36,1.268609865470852,0.0027631494487943336
37444A,YELLOW BREAKFAST CUP AND SAUCER,563.43,2709,43,16,0.207984496124031,0.002751575280901717
23381,PACK OF 12 VINTAGE LEAF TISSUES,562.88,1496,80,59,0.37625668449197863,0.0027488892925722065
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,562.22,364,44,34,1.5445604395604395,0.0027456661065767946
23413,VINTAGE COFFEE GRINDER BOX,561.23,109,30,20,5.148899082568808,0.0027408313275836763
37345,ASSTD HEARTS DESIGN MUGS,561.05,321,9,5,1.7478193146417444,0.0027399522768576543
85230B,CINNAMON SCENTED VOTIVE CANDLE,561.04,2120,68,49,0.26464150943396225,0.0027399034407062086
84773,RED ROSE AND LACE C/COVER,560.5,190,48,34,2.95,0.0027372662885281444
16049,TEATIME GEL PENS ASST,560.48,3169,32,22,0.1768633638371726,0.002737168616225253
22682,"FRENCH BLUE METAL DOOR SIGN, 7",560.05,443,58,47,1.264221218961625,0.0027350686617130904
16238,PARTY TIME PENCIL ERASERS,559.54,2447,236,104,0.22866366979975478,0.002732578017989363
85090,CANDY SPOT APRON,559.28,106,53,26,5.27622641509434,0.002731308278051776
22447,PIN CUSHION BABUSHKA BLUE,558.28,180,59,26,3.1015555555555556,0.002726424662907212
21160,KEEP OUT GIRLS DOOR HANGER,557.49,794,58,44,0.7021284634760705,0.0027225666069430068
84306,S/3 PINK SQUARE PLANTERS ROSES,557.4799999999999,48,31,18,11.614166666666664,0.0027225177707915606
22950,SET OF 36 DOILIES VINTAGE CHRISTMAS,557.4,444,2,2,1.2554054054054054,0.0027221270815799958
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,557.18,433,76,54,1.2867898383371823,0.0027210526862481914
23069,EDWARDIAN PHOTO FRAME,556.21,88,32,27,6.3205681818181825,0.002716315579557965
23451,SQUARE MINI PORTRAIT FRAME,556.17,277,52,38,2.0078339350180503,0.002716120234952182
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,556.11,1244,125,65,0.4470337620578778,0.0027158272180435082
21371,MIRRORED WALL ART POPPIES,556.01,404,64,33,1.3762623762376238,0.002715338856529052
21881,CUTE CATS TAPE,554.95,1332,118,49,0.41662912912912914,0.002710162224475814
90120D,WHITE MURANO TWIST BRACELET,554.13,134,40,16,4.135298507462687,0.0027061576600572713
84859C,PINK DISCO HANDBAG,552.72,304,39,29,1.8181578947368422,0.002699271762703436
23473,WOODLAND SMALL RED FELT HEART,552.02,678,51,41,0.814188790560472,0.0026958532321022413
22452,MEASURING TAPE RUSSIAN DOLL PINK,551.7,182,48,30,3.0313186813186817,0.002694290475255981
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,551.4000000000001,340,9,7,1.6217647058823532,0.002692825390712612
79030G,TUMBLER NEW ENGLAND,551.1899999999999,1261,53,35,0.43710547184773985,0.002691799831532253
22044,CHRISTMAS CARD STACK OF PRESENTS,550.28,1940,89,80,0.28364948453608246,0.0026873557417506997
22681,"FRENCH BLUE METAL DOOR SIGN, 6",550.1,430,56,43,1.2793023255813953,0.002686476691024678
23456,MEDIUM PARLOUR PICTURE FRAME,550.0,136,34,31,4.044117647058823,0.002685988329510222
21373,MIRRORED WALL ART SNOWFLAKES,548.89,636,61,52,0.8630345911949685,0.002680567516699756
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,548.86,884,112,78,0.6208823529411764,0.0026804210082454188
85091,CANDY SPOT BREAD BASKETS,548.81,343,20,14,1.6000291545189502,0.00268017682748819
22584,PACK OF 6 PANETTONE GIFT BOXES,548.63,233,18,14,2.3546351931330474,0.002679297776762169
72800B,4 PURPLE FLOCK DINNER CANDLES,548.11,335,57,40,1.6361492537313433,0.002676758296886996
23549,WRAP BIRD GARDEN,548.1,1305,52,46,0.42000000000000004,0.00267670946073555
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,547.74,367,19,10,1.4924795640326975,0.002674951359283507
23074,EMBOSSED HEART TRINKET BOX,547.27,246,48,32,2.2246747967479674,0.002672656060165562
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,545.75,169,62,38,3.2292899408284024,0.0026652329651458244
21339,MARAKESH LANTERN LARGE,544.5,30,12,12,18.15,0.0026591284462151193
22394,PAPERWEIGHT KINGS CHOICE,544.29,346,55,43,1.5730924855491328,0.002658102887034761
84596K,JELLY BABIES YELLOW SMALL BOWL,543.41,428,93,48,1.2696495327102804,0.0026538053057075447
22983,"CARD, BILLBOARD FONT",543.34,1300,100,67,0.4179538461538462,0.0026534634526474256
18094C,WHITE AND BLUE CERAMIC OIL BURNER,542.61,400,85,21,1.356525,0.0026498984135918937
35969,FOLKART CROWN TABLE DECORATIONS,542.47,523,76,36,1.0372275334608032,0.0026492147074716546
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,541.96,713,70,28,0.7601122019635345,0.002646724063747927
20943,SET/6 GINGERBREAD STAR T-LIGHTS,540.21,381,71,46,1.4178740157480316,0.0026381777372449402
21311,SET/4 BIRD MIRROR MAGNETS,539.67,701,94,62,0.7698573466476462,0.002635540585066875
85027L,FRENCH CHATEAU LARGE PLATTER,538.5,190,40,36,2.8342105263157893,0.0026298267553477354
16048,TEATIME ROUND PENCIL SHARPENER,537.06,3461,105,59,0.15517480496966193,0.002622794349539563
84592,CROCHET ROSE PURSE WITH SUEDE BACK,536.4000000000001,173,47,33,3.1005780346820813,0.002619571163544151
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,536.24,78,9,7,6.874871794871795,0.002618789785121021
21017,RED BIRD HOUSE TREE DECORATION,535.89,659,87,32,0.8131866464339909,0.002617080519820423
23398,HANGING HEART BONHEUR,535.35,606,69,53,0.8834158415841584,0.002614443367642359
23660,HENRIETTA HEN MUG,534.66,306,42,30,1.7472549019607841,0.002611073673192609
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,534.58,418,36,26,1.2788995215311005,0.0026106829839810447
90203,SILVER CHARM NECKLACE 70CM,534.27,71,34,18,7.524929577464788,0.0026091690632862297
21418,STARFISH SOAP DISH,533.84,194,66,24,2.751752577319588,0.002607069108774067
16169P,WRAP GREEN RUSSIAN FOLKART,533.75,1750,48,46,0.305,0.0026066295834110565
20823,GOLD WINE GOBLET,533.71,253,19,14,2.109525691699605,0.0026064342388052737
20659,ECONOMY LUGGAGE TAG,533.51,369,138,55,1.4458265582655827,0.0026054575157763607
85020,ROUND PINK HEART MIRROR,533.48,240,58,36,2.2228333333333334,0.002605311007322024
85030,FRENCH CHATEAU OVAL PLATTER,531.4499999999999,211,29,26,2.5187203791469193,0.0025953972685785584
84661B,BLACK SQUARE TABLE CLOCK,530.22,243,51,21,2.1819753086419755,0.002589390421950745
72267,PREMIUM CHURCH CANDLE,530.16,265,45,38,2.0006037735849054,0.0025890974050420713
21734,SMALL MARAKESH LANTERN ON STICK,529.49,97,29,14,5.458659793814433,0.0025858253828952137
90160D,PINK BOUDICCA LARGE BRACELET,529.22,76,25,18,6.963421052631579,0.002584506806806181
