stockcode,description,revenue,sold_quantity,orders,customers,returned_quantity,return_value,return_rate,return_value_rate
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5197.17,3269,312,224,3.0,4.949999999999999,0.09177118384827164,0.09524414248523715
23193,BUFFALO BILL TREASURE BOOK BOX,3750.57,1847,137,109,20.0,45.0,1.0828370330265296,1.1998176277205863
23194,GYMKHANA TREASURE BOOK BOX,3417.83,1630,156,128,37.0,83.25,2.2699386503067487,2.435756020632975
23194,GYMKHANNA TREASURE BOOK BOX,261.84000000000003,120,14,14,37.0,83.25,30.833333333333336,31.7942254812099
23196,LEAVES MAGNETIC  SHOPPING LIST,34.8,24,2,2,13.0,18.849999999999998,54.166666666666664,54.166666666666664
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,3,3,13.0,18.849999999999998,36.11111111111111,36.11111111111111
23196,RETRO LEAVES MAGNETIC NOTEPAD,149.35,103,17,17,13.0,18.849999999999998,12.62135922330097,12.62135922330097
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2242.65,1593,211,159,13.0,18.849999999999998,0.8160703075957313,0.8405234878380485
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1900.9399999999998,1318,180,113,25.0,36.24999999999999,1.896813353566009,1.9069512977789933
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,3,3,25.0,36.24999999999999,69.44444444444444,72.79116465863453
23198,PANTRY MAGNETIC  SHOPPING LIST,4341.19,3063,374,259,64.0,92.79999999999998,2.089454782892589,2.1376627146012956
23199,JUMBO BAG APPLES,26426.3,13875,718,344,723.0,1309.25,5.210810810810811,4.954344724762831
23200,JUMBO BAG PEARS,13034.92,6729,470,262,134.0,243.63000000000005,1.9913805914697578,1.8690563501732274
23201,JUMBO BAG ALPHABET,24160.44,12533,752,396,594.0,1076.0199999999998,4.739487752333839,4.453644056151294
23202,JUMBO BAG VINTAGE LEAF,20921.55,10695,772,377,242.0,442.46000000000004,2.262739597942964,2.1148528670198914
23203,JUMBO BAG DOILEY PATTERNS,16737.1,8735,454,299,590.0,1076.4,6.7544361763022325,6.4312216572763505
23203,JUMBO BAG VINTAGE DOILEY,268.44,143,6,6,590.0,1076.4,412.5874125874126,400.9834599910595
23203,JUMBO BAG VINTAGE DOILY,20641.4,10620,621,363,590.0,1076.4,5.555555555555555,5.2147625645547295
23204,CHARLOTTE BAG APPLES DESIGN,5632.15,7039,425,199,186.0,138.34,2.642420798408865,2.4562556039878203
23205,CHARLOTTE BAG ALPHABET  DESIGN,320.5,400,22,22,191.0,140.25,47.75,43.7597503900156
23205,CHARLOTTE BAG VINTAGE ALPHABET,3784.52,4750,323,192,191.0,140.25,4.021052631578947,3.7058860833077905
23206,LUNCH BAG APPLE DESIGN,18220.5,11530,866,401,59.0,97.14999999999999,0.5117085862966175,0.5331906369199527
23207,LUNCH BAG ALPHABET DESIGN,11994.41,7533,647,377,448.0,659.6,5.9471658037966275,5.499228390558602
23208,LUNCH BAG VINTAGE LEAF DESIGN,9950.35,6191,597,305,73.0,109.85,1.1791309966079795,1.1039812669906084
23209,LUNCH BAG DOILEY PATTERN,10323.05,6477,464,290,40.0,65.8,0.6175698625907056,0.6374085178314549
23209,LUNCH BAG VINTAGE DOILEY,115.5,70,4,4,40.0,65.8,57.14285714285714,56.96969696969697
23209,LUNCH BAG VINTAGE DOILY,10347.66,6438,538,319,40.0,65.8,0.6213109661385523,0.6358925592839346
23210,WHITE ROCKING HORSE HAND PAINTED,3311.5,2750,154,115,200.0,219.76,7.2727272727272725,6.636267552468669
23211,RED ROCKING HORSE HAND PAINTED,2631.5,2206,116,82,24.0,30.0,1.087941976427924,1.1400342010260307
23212,HEART WREATH DECORATION WITH BELL,2562.63,2163,144,103,60.0,75.0,2.7739251040221915,2.926680792779293
23212,PAINTED HEART WREATH WITH BELL,15.0,12,1,1,60.0,75.0,500.0,500.0
23213,STAR WREATH DECORATION WITH BELL,1921.94,1594,121,95,12.0,15.0,0.7528230865746549,0.7804614087848736
23214,BELL HEART ANTIQUE GOLD,24.96,12,1,1,0.0,0.0,0.0,0.0
23214,JINGLE BELL HEART ANTIQUE GOLD,1599.8700000000001,760,91,78,0.0,0.0,0.0,0.0
23215,JINGLE BELL HEART ANTIQUE SILVER,6955.8,3544,197,162,120.0,214.8,3.3860045146726865,3.0880703873026825
23216,LAUREL HEART ANTIQUE GOLD,613.51,518,40,32,0.0,0.0,0.0,0.0
23217,LAUREL HEART ANTIQUE SILVER,1567.0,1290,84,64,0.0,0.0,0.0,0.0
23218,LAUREL STAR ANTIQUE GOLD,465.81,372,33,27,0.0,0.0,0.0,0.0
23219,LAUREL STAR ANTIQUE SILVER,504.6,404,49,41,0.0,0.0,0.0,0.0
23220,REINDEER HEART DECORATION GOLD,774.4300000000001,929,77,55,12.0,9.96,1.2917115177610334,1.2861072014255646
23221,REINDEER HEART DECORATION SILVER,1241.5900000000001,1461,110,85,58.0,48.14,3.969883641341547,3.877286382783366
23222,CHRISTMAS TREE HANGING GOLD,690.64,776,64,49,24.0,19.92,3.0927835051546393,2.8842812463801693
23223,CHRISTMAS TREE HANGING SILVER,670.11,745,67,51,12.0,9.96,1.6107382550335572,1.4863231409768547
23224,CHERUB HEART DECORATION GOLD,620.45,719,59,44,14.0,11.620000000000001,1.9471488178025034,1.8728342332178258
23225,CHERUB HEART DECORATION SILVER,1089.6000000000001,1296,69,46,84.0,69.72,6.481481481481481,6.398678414096916
23226,FILIGREE HEART DAISY WHITE,1478.59,1199,71,56,48.0,60.0,4.0033361134278564,4.0579200454487045
23227,FILIGREE HEART BUTTERFLY WHITE,1947.06,1592,87,61,6.0,7.5,0.37688442211055273,0.385196141875443
23228,FILIGREE HEART BIRD WHITE,1726.3,1397,78,58,144.0,149.76,10.307802433786687,8.675201297572844
23229,DONKEY TAIL GAME,189.54000000000002,54,4,4,11.0,40.89,20.37037037037037,21.573282684393792
23229,VINTAGE DONKEY TAIL GAME,6146.89,1750,215,182,11.0,40.89,0.6285714285714286,0.665214441774621
23230,WRAP ALPHABET DESIGN,3196.5,7925,232,178,75.0,31.5,0.9463722397476341,0.9854528390427029
23231,WRAP  VINTAGE DOILEY,42.0,100,2,2,0.0,0.0,0.0,0.0
23231,WRAP  VINTAGE DOILY,1029.0,2450,93,80,0.0,0.0,0.0,0.0
23231,WRAP DOILEY DESIGN,1915.5,4675,162,124,0.0,0.0,0.0,0.0
23232,WRAP VINTAGE LEAF DESIGN,2109.42,5251,134,118,51.0,21.42,0.971243572652828,1.0154450038399183
23232,WRAP VINTAGE PETALS  DESIGN,1327.5,3275,104,95,51.0,21.42,1.5572519083969465,1.6135593220338984
23233,WRAP POPPIES  DESIGN,2105.5,5175,158,130,25.0,10.5,0.4830917874396135,0.49869389693659466
23234,BISCUIT TIN VINTAGE CHRISTMAS,4567.38,1632,232,201,16.0,46.24,0.9803921568627451,1.0123966037421892
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,3,3,14.0,40.46,58.333333333333336,62.67038413878563
23235,STORAGE TIN VINTAGE LEAF,1831.1,702,93,86,14.0,40.46,1.9943019943019942,2.209600786412539
23236,DOILEY BISCUIT TIN,327.59999999999997,120,13,13,33.0,95.37,27.500000000000004,29.111721611721613
23236,DOILEY STORAGE TIN,2934.98,1082,112,93,33.0,95.37,3.0499075785582255,3.249425890466034
23236,STORAGE TIN VINTAGE DOILEY,17.34,6,1,1,33.0,95.37,550.0,550.0
23236,STORAGE TIN VINTAGE DOILY,3502.15,1235,158,124,33.0,95.37,2.6720647773279356,2.7231843296260867
23237,SET OF 4 KNICK KNACK TINS LEAF,2970.85,739,116,94,17.0,69.35,2.3004059539918806,2.334348755406702
23237,SET OF 4 KNICK KNACK TINS LEAVES,1237.2,304,53,51,17.0,69.35,5.592105263157895,5.605399288716456
23238,SET OF 4 KNICK KNACK TINS LONDON,7116.65,1775,233,150,16.0,65.6,0.9014084507042254,0.921782018224867
23239,SET OF 4 KNICK KNACK TINS POPPIES,3142.4,812,155,125,28.0,115.79999999999998,3.4482758620689653,3.6850814663951112
23240,SET OF 4 KNICK KNACK TINS  DOILEY,24.9,6,1,1,50.0,206.7,833.3333333333334,830.1204819277109
23240,SET OF 4 KNICK KNACK TINS DOILEY,7132.7,1802,172,142,50.0,206.7,2.774694783573807,2.897920843439371
23240,SET OF 4 KNICK KNACK TINS DOILY,9237.3,2286,312,230,50.0,206.7,2.1872265966754156,2.237666850703128
23241,TREASURE TIN GYMKHANA DESIGN,4060.0,2005,284,183,7.0,14.56,0.3491271820448878,0.3586206896551724
23242,TREASURE TIN BUFFALO BILL,2886.0800000000004,1430,187,132,27.0,56.16,1.8881118881118881,1.9458920057656055
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,22109.079999999998,4658,385,275,117.0,545.5500000000001,2.511807642765135,2.467538224114256
23244,CANNISTER VINTAGE LEAF DESIGN,23.4,12,2,2,9.0,16.95,75.0,72.43589743589743
23244,ROUND STORAGE TIN VINTAGE LEAF,1552.5099999999998,853,96,80,9.0,16.95,1.0550996483001172,1.0917804072115478
23244,STORAGE TIN VINTAGE LEAF,117.0,60,7,7,9.0,16.95,15.0,14.487179487179485
23245,SET OF 3 REGENCY CAKE TINS,26566.280000000002,5844,718,472,90.0,421.4999999999999,1.5400410677618068,1.5865977472194068
23247,BISCUIT TIN 50'S CHRISTMAS,5760.52,2048,271,231,46.0,118.54000000000002,2.24609375,2.0578003374695344
23249,ENAMEL DINNER PLATE PANTRY,19.8,12,1,1,55.0,87.71000000000001,458.3333333333333,442.97979797979804
23249,VINTAGE RED ENAMEL TRIM PLATE,1254.9,778,67,56,55.0,87.71000000000001,7.069408740359898,6.989401545939916
23250,ENAMEL BOWL PANTRY,30.0,24,2,2,121.0,141.8,504.1666666666667,472.66666666666674
23250,VINTAGE RED TRIM ENAMEL BOWL,1328.59,1079,87,63,121.0,141.8,11.214087117701576,10.672969087528886
23251,ENAMEL MUG PANTRY,15.0,12,1,1,58.0,72.5,483.3333333333333,483.3333333333333
23251,VINTAGE RED ENAMEL TRIM MUG,1940.45,1633,101,80,58.0,72.5,3.551745254133497,3.736246746888608
23252,ENAMEL JUG PANTRY,30.0,8,2,2,33.0,123.75,412.5,412.5
23252,VINTAGE RED ENAMEL TRIM JUG,2123.34,578,123,104,33.0,123.75,5.709342560553633,5.82808217242646
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,1,1,2.0,31.9,50.0,50.0
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3018.2999999999997,210,46,43,2.0,31.9,0.9523809523809524,1.056886326740218
23254,CHILDRENS CUTLERY DOLLY GIRL,6525.55,1621,268,197,20.0,83.0,1.2338062924120914,1.2719234394035752
23254,KIDS CUTLERY DOLLY GIRL,149.4,36,8,8,20.0,83.0,55.55555555555556,55.55555555555556
23255,CHILDRENS CUTLERY CIRCUS PARADE,3852.44,962,143,116,9.0,37.35,0.9355509355509356,0.9695154239910291
23256,CHILDRENS CUTLERY SPACEBOY,7966.08,1980,316,225,88.0,338.0,4.444444444444445,4.2429902787820355
23256,KIDS CUTLERY SPACEBOY,149.4,36,8,8,88.0,338.0,244.44444444444446,226.2382864792503
23263,SET OF 3 WOODEN HEART DECORATIONS,4791.58,3717,389,269,47.0,58.75,1.264460586494485,1.2261091331043206
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2396.7,1842,249,177,1.0,1.25,0.05428881650380022,0.052155046522301504
23265,SET OF 3 WOODEN TREE DECORATIONS,2153.71,1665,246,180,15.0,18.75,0.9009009009009009,0.8705907480580023
23266,SET OF 3 WOODEN STOCKING DECORATION,2529.64,1964,274,201,12.0,15.0,0.6109979633401221,0.5929697506364543
23267,SET OF 4 SANTA PLACE SETTINGS,1427.34,1158,91,79,48.0,60.0,4.145077720207254,4.203623523477237
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1980.1799999999998,1434,78,68,12.0,17.4,0.8368200836820083,0.8787079962427659
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1065.3999999999999,748,76,63,0.0,0.0,0.0,0.0
23270,SET OF 2 CERAMIC PAINTED HEARTS,1612.85,1157,118,96,6.0,8.7,0.5185825410544511,0.539417800787426
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,13.28,16,1,1,0.0,0.0,0.0,0.0
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1301.05,1603,74,68,0.0,0.0,0.0,0.0
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,522.74,352,35,34,0.0,0.0,0.0,0.0
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1533.8400000000001,928,97,88,4.0,6.6,0.43103448275862066,0.4302925989672977
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1870.11,1139,98,85,3.0,4.949999999999999,0.2633889376646181,0.2646903123345685
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4291.17,3613,270,171,77.0,95.41,2.131192914475505,2.223402941388945
23280,FOLDING BUTTERFLY MIRROR HOT PINK,1427.16,1838,128,84,2.0,1.66,0.1088139281828074,0.11631491914011043
23280,FOLDING MIRROR HOT PINK,118.92000000000002,156,5,5,2.0,1.66,1.282051282051282,1.3958964009418093
23281,FOLDING BUTTERFLY MIRROR RED,961.2800000000001,1252,89,56,0.0,0.0,0.0,0.0
23281,FOLDING MIRROR RED,14.940000000000001,18,2,2,0.0,0.0,0.0,0.0
23282,FOLDING BUTTERFLY MIRROR IVORY,597.7800000000001,735,100,67,0.0,0.0,0.0,0.0
23282,FOLDING MIRROR IVORY,14.940000000000001,18,2,2,0.0,0.0,0.0,0.0
23283,DOORMAT VINTAGE LEAF,3766.57,541,121,100,7.0,57.45,1.2939001848428837,1.525260382788585
23283,DOORMAT VINTAGE LEAVES DESIGN,2833.7000000000003,426,88,75,7.0,57.45,1.643192488262911,2.0273846913928786
23284,DOORMAT KEEP CALM AND COME IN,35880.85,5338,648,378,225.0,1601.25,4.215061820906707,4.462686920739058
23285,PINK VINTAGE SPOT BEAKER,4384.83,4679,132,108,2.0,1.7,0.04274417610600555,0.03877003213351487
23286,BLUE VINTAGE SPOT BEAKER,4528.29,4901,164,125,49.0,41.65,0.9997959600081615,0.9197732477381086
23287,RED VINTAGE SPOT BEAKER,1445.5,1774,146,114,51.0,43.349999999999994,2.874859075535513,2.9989622967831195
23288,GREEN VINTAGE SPOT BEAKER,4261.889999999999,4505,134,107,18.0,15.169999999999998,0.39955604883462825,0.3559453669616062
23289,DOLLY GIRL CHILDRENS BOWL,1854.8500000000001,1553,141,111,12.0,15.0,0.7726980038634901,0.8086907297086017
23290,SPACEBOY CHILDRENS BOWL,2757.15,2367,174,125,10.0,12.5,0.42247570764681025,0.4533667011225359
23291,DOLLY GIRL CHILDRENS CUP,1880.1399999999999,1548,144,104,10.0,12.5,0.6459948320413437,0.6648441073537077
23292,SPACE BOY CHILDRENS CUP,143.3,130,5,5,21.0,26.25,16.153846153846153,18.3182135380321
23292,SPACEBOY CHILDRENS CUP,2343.07,1951,159,112,21.0,26.25,1.0763710917478215,1.120325043639328
23293,SET OF 12 FAIRY CAKE BAKING CASES,6457.0,8228,465,323,32.0,26.560000000000002,0.3889158969372873,0.41133653399411496
23294,SET OF 6 SNACK LOAF BAKING CASES,3336.94,4264,291,214,13.0,10.79,0.3048780487804878,0.3233501351537636
23295,SET OF 12 MINI LOAF BAKING CASES,4670.63,5957,359,250,13.0,10.79,0.21823065301326172,0.23101808535465235
23296,SET OF 6 TEA TIME BAKING CASES,5684.650000000001,4877,319,243,27.0,33.75,0.5536190280910396,0.5937040978776178
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6677.0,4260,140,123,26.0,42.9,0.6103286384976526,0.642504118616145
23298,"BUNTING , SPOTTY",634.7,146,7,7,110.0,482.80999999999995,75.34246575342466,76.06900898062075
23298,SPOTTY BUNTING,35509.55,7633,1003,571,110.0,482.80999999999995,1.4411109655443468,1.3596624006781273
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",11.25,3,1,1,8.0,30.0,266.66666666666663,266.66666666666663
23299,FOOD COVER WITH BEADS SET 2,3545.17,977,121,109,8.0,30.0,0.8188331627430911,0.8462217608746547
23300,GARDENERS KNEELING PAD CUP OF TEA,9933.69,6285,635,351,152.0,231.60000000000002,2.4184566428003182,2.331459910667637
23301,GARDENERS KNEELING PAD KEEP CALM,12463.78,7722,756,405,114.0,168.90000000000003,1.4763014763014763,1.3551266148792742
23302,KNEELING MAT HOUSEWORK  DESIGN,1980.71,1473,187,140,36.0,54.24,2.4439918533604885,2.7384119835816447
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,6,6,0.0,0.0,0.0,0.0
23304,SET 4 PICNIC CUTLERY CHERRY,138.45,71,9,9,0.0,0.0,0.0,0.0
23305,SET 4 PICNIC CUTLERY BLUEBERRY,159.9,82,9,9,0.0,0.0,0.0,0.0
23306,SET OF 36 DOILIES PANTRY DESIGN,3761.9199999999996,2653,195,172,7.0,10.149999999999999,0.2638522427440633,0.2698090336849268
23306,SET OF 36 PANTRY PAPER DOILIES,58.019999999999996,39,14,14,7.0,10.149999999999999,17.94871794871795,17.493967597380212
23307,SET OF 60 PANTRY DESIGN CAKE CASES,5974.389999999999,11661,504,366,88.0,48.4,0.7546522596689821,0.8101245482802428
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3091.61,5955,305,209,0.0,0.0,0.0,0.0
23309,SET OF 60 I LOVE LONDON CAKE CASES,3697.7,7670,294,178,64.0,35.2,0.834419817470665,0.9519430997647188
23310,BUBBLEGUM RING ASSORTED,4894.83,11891,213,146,0.0,0.0,0.0,0.0
23311,VINTAGE CHRISTMAS STOCKING,5564.25,2199,281,246,15.0,38.25,0.6821282401091405,0.6874241811564901
23312,VINTAGE CHRISTMAS GIFT SACK,5523.0,1364,193,168,1.0,4.15,0.07331378299120235,0.07514032228861127
23313,VINTAGE CHRISTMAS BUNTING,12960.12,2748,359,254,13.0,64.35,0.4730713245997089,0.4965231803409227
23314,VINTAGE CHRISTMAS TABLECLOTH,4638.52,391,104,87,5.0,62.5,1.278772378516624,1.347412536757414
23315,IVORY REFECTORY CLOCK,1894.6999999999998,202,76,63,12.0,97.8,5.9405940594059405,5.161767034359001
23316,RED REFECTORY CLOCK,2212.25,235,95,75,1.0,9.95,0.425531914893617,0.44976833540513045
23317,BLUE REFECTORY CLOCK,1547.95,161,70,56,0.0,0.0,0.0,0.0
23318,BOX OF 6 MINI VINTAGE CRACKERS,8345.43,3645,329,270,168.0,368.71,4.609053497942387,4.418106676348612
23319,BOX OF 6 MINI 50'S CRACKERS,8169.4800000000005,3520,365,300,116.0,244.97,3.295454545454545,2.9985996660742176
23320,GIANT 50'S CHRISTMAS CRACKER,6907.52,2628,310,260,13.0,37.57,0.4946727549467275,0.5438999814694709
23321,SMALL WHITE HEART OF WICKER,6798.1,4262,582,378,39.0,64.35,0.9150633505396527,0.946588017240111
23322,LARGE WHITE HEART OF WICKER,8137.500000000001,2892,511,350,63.0,169.84999999999997,2.1784232365145226,2.087250384024577
23323,WHITE WICKER STAR,2954.7000000000003,1422,270,210,3.0,6.300000000000001,0.21097046413502107,0.21321961620469082
23324,RUSTIC STRAWBERRY JAM POT LARGE,531.84,261,33,32,35.0,67.50999999999999,13.409961685823754,12.69366726835138
23324,RUSTIC STRAWBERRY JAMPOT LARGE,238.56,120,6,6,35.0,67.50999999999999,29.166666666666668,28.298960429242115
23325,RUSTIC STRAWBERRY JAM POT SMALL,642.0,408,27,24,18.0,29.700000000000003,4.411764705882353,4.626168224299066
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.400000000000006,36,3,3,18.0,29.700000000000003,50.0,50.0
23326,HANGING MINI COLOURED BOTTLES,1999.59,3369,55,52,0.0,0.0,0.0,0.0
23327,HANGING CLEAR MINI BOTTLE,1012.02,1710,34,33,8.0,4.720000000000001,0.46783625730994155,0.4663939447837
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,7495.29,2063,281,195,8.0,29.64,0.3877847794474067,0.39544834155849873
23329,DECORATIVE WICKER HEART LARGE,2794.65,1701,215,168,3.0,4.949999999999999,0.1763668430335097,0.1771241479255005
23330,DECORATIVE WICKER HEART MEDIUM,2181.19,1751,195,158,6.0,7.5,0.34266133637921187,0.34384899985787576
23331,DECORATIVE WICKER HEART SMALL,932.28,1492,81,67,0.0,0.0,0.0,0.0
23332,IVORY WICKER HEART LARGE,3255.75,1979,267,207,2.0,3.3,0.1010611419909045,0.101359133840129
23333,IVORY WICKER HEART MEDIUM,2498.65,2009,216,179,12.0,15.0,0.5973120955699354,0.6003241750545295
23334,IVORY WICKER HEART SMALL,1345.5,2154,95,83,0.0,0.0,0.0,0.0
23335,EGG FRYING PAN IVORY,722.5600000000001,358,81,62,12.0,24.96,3.35195530726257,3.454384410983171
23336,EGG FRYING PAN PINK,415.97,199,63,46,0.0,0.0,0.0,0.0
23337,EGG FRYING PAN MINT,351.52000000000004,169,60,49,0.0,0.0,0.0,0.0
23338,EGG FRYING PAN RED,820.32,405,91,62,6.0,12.48,1.4814814814814816,1.5213575190169688
23339,EGG FRYING PAN BLUE,312.0,150,58,43,0.0,0.0,0.0,0.0
23340,VINTAGE CHRISTMAS CAKE FRILL,3879.4500000000003,2453,122,112,0.0,0.0,0.0,0.0
23341,PINK DINER WALL CLOCK,2317.1,281,98,75,0.0,0.0,0.0,0.0
23342,MINT DINER CLOCK,17.0,2,1,1,1.0,8.5,50.0,50.0
23342,MINT DINER WALL CLOCK,3034.5,363,154,104,1.0,8.5,0.27548209366391185,0.2801120448179272
23343,JUMBO BAG VINTAGE CHRISTMAS,9742.1,4905,385,286,271.0,505.68,5.524974515800204,5.190667309922912
23344,JUMBO BAG 50'S CHRISTMAS,17636.04,8933,586,391,262.0,486.96000000000004,2.932945259151461,2.7611640708458363
23345,DOLLY GIRL BEAKER,2754.5,2394,133,100,7.0,8.75,0.29239766081871343,0.3176620076238882
23346,SPACEBOY BEAKER,2970.75,2567,138,106,6.0,7.5,0.23373587845734323,0.25246149962130776
23347,I LOVE LONDON BEAKER,999.75,827,70,51,34.0,42.5,4.111245465538089,4.251062765691422
23348,CHILDRENS TOY COOKING UTENSIL SET,1363.16,676,122,95,23.0,47.260000000000005,3.4023668639053253,3.46694445259544
23349,ROLL WRAP VINTAGE CHRISTMAS,3450.39,2847,246,214,24.0,30.0,0.8429926238145415,0.8694669298253241
23350,ROLL WRAP VINTAGE SPOT,3154.4,2584,246,205,24.0,30.0,0.9287925696594427,0.951052498097895
23351,ROLL WRAP 50'S CHRISTMAS,3694.02,3054,271,242,96.0,104.88,3.143418467583497,2.8391833287313006
23352,ROLL WRAP 50'S RED CHRISTMAS,1961.01,1593,162,151,12.0,15.0,0.7532956685499058,0.7649119586335613
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3068.82,3726,253,227,24.0,19.92,0.644122383252818,0.6491094296830704
23354,6 GIFT TAGS 50'S CHRISTMAS,2750.9300000000003,3343,261,235,60.0,49.8,1.7947950942267425,1.8102968814182836
23355,HOT WATER BOTTLE KEEP CALM,24302.55,5313,719,474,96.0,417.59999999999997,1.8068887634105024,1.7183381990778746
23356,LOVE HOT WATER BOTTLE,12954.75,2325,449,316,9.0,53.55,0.3870967741935484,0.41336189428587966
23357,HOT WATER BOTTLE SEX BOMB,1832.0,432,88,79,0.0,0.0,0.0,0.0
23358,HOT STUFF HOT WATER BOTTLE,1686.15,527,67,61,38.0,125.94,7.2106261859582546,7.469086380215282
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,61,6,6,0.0,0.0,0.0,0.0
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,1715.85,915,70,67,0.0,0.0,0.0,0.0
23360,SET 8 CANDLES VINTAGE DOILEY,216.29999999999998,122,7,7,0.0,0.0,0.0,0.0
23360,SET 8 CANDLES VINTAGE DOILY,1932.0,1024,100,88,0.0,0.0,0.0,0.0
23365,SET 12 COLOUR PENCILS LOVE LONDON,991.45,1529,128,107,0.0,0.0,0.0,0.0
23366,SET 12 COLOUR PENCILS DOILEY,31.200000000000003,48,3,3,0.0,0.0,0.0,0.0
23366,SET 12 COLOURING PENCILS DOILEY,0.65,1,1,1,0.0,0.0,0.0,0.0
23366,SET 12 COLOURING PENCILS DOILY,1177.1000000000001,1870,137,112,0.0,0.0,0.0,0.0
23367,SET 12 COLOUR PENCILS SPACEBOY,1803.3,2778,231,184,16.0,10.4,0.5759539236861051,0.5767204569400544
23368,SET 12 COLOUR PENCILS DOLLY GIRL,1396.4,2152,178,134,6.0,3.9,0.2788104089219331,0.27928960183328555
23369,SET 36 COLOUR PENCILS LOVE LONDON,1053.29,901,95,80,0.0,0.0,0.0,0.0
23370,SET 36 COLOUR PENCILS DOILEY,80.0,64,3,3,1.0,1.25,1.5625,1.5625
23370,SET 36 COLOURING PENCILS DOILEY,1.25,1,1,1,1.0,1.25,100.0,100.0
23370,SET 36 COLOURING PENCILS DOILY,1562.6100000000001,1289,102,84,1.0,1.25,0.07757951900698215,0.07999436839646488
23371,SET 36 COLOUR PENCILS SPACEBOY,1775.22,1498,133,98,0.0,0.0,0.0,0.0
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1520.22,1294,99,76,16.0,20.0,1.2364760432766615,1.3155990580310746
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1241.6599999999999,1563,88,86,0.0,0.0,0.0,0.0
23374,RED SPOT PAPER GIFT BAG,1944.08,2444,122,108,16.0,13.12,0.6546644844517185,0.6748693469404551
23375,50'S CHRISTMAS PAPER GIFT BAG,1059.9399999999998,1317,88,85,1.0,0.82,0.07593014426727411,0.07736286959639226
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,995.4599999999999,2630,113,104,24.0,9.36,0.9125475285171103,0.9402688204448195
23377,PACK OF 12 DOLLY GIRL TISSUES,468.0,1200,80,69,8.0,3.12,0.6666666666666667,0.6666666666666667
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1270.59,3413,144,127,0.0,0.0,0.0,0.0
23379,PACK OF 12 RED APPLE TISSUES,428.01,1175,50,49,0.0,0.0,0.0,0.0
23380,PACK OF 12 DOILEY TISSUES,28.08,72,2,2,36.0,14.04,50.0,50.0
23380,PACK OF 12 VINTAGE DOILY TISSUES,783.6899999999999,2087,92,85,36.0,14.04,1.7249640632486822,1.791524710025648
23381,PACK OF 12 VINTAGE LEAF TISSUES,544.62,1474,64,59,0.0,0.0,0.0,0.0
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,6155.04,1712,163,136,17.0,63.75,0.9929906542056074,1.0357365671059815
23388,WOODLAND MINI BACKPACK,3133.6000000000004,784,133,114,0.0,0.0,0.0,0.0
23388,WOODLAND MINI RUCKSACK,20.75,5,2,2,0.0,0.0,0.0,0.0
23389,SPACEBOY MINI BACKPACK,4134.5,1030,201,157,2.0,8.3,0.1941747572815534,0.20074978836618698
23389,SPACEBOY MINI RUCKSACK,53.95,13,4,4,2.0,8.3,15.384615384615385,15.384615384615385
23390,DOLLY GIRL MINI BACKPACK,2838.9500000000003,713,144,116,1.0,4.15,0.1402524544179523,0.14618080628401345
